рынок,стратегия,CAGR,просадка,Sharpe,IS_CAGR,OOS_CAGR,обыграл_BH
Nasdaq,trend_ls,0.11161493265550781,-0.3600565462062578,0.591851611128737,0.05293648983970711,0.17365133851682568,False
Nasdaq,sma_20_50,0.10181852290667304,-0.26808362317492695,0.7086144755563342,0.10575040886354836,0.0978952163337079,False
Nasdaq,sma_10_30,0.12734111722545371,-0.23686353105737257,0.9202192300492833,0.12728375864196217,0.12739855795808452,False
Nasdaq,candles,-0.004125216877806204,-0.3042865451909217,0.05180748247025,-0.0008363689191860368,-0.007319791677423582,False
Nasdaq,rsi_meanrev,0.09922984148057945,-0.268865227807058,0.6333580388637176,0.12517240327123846,0.07385082607996196,False
Nasdaq,macd,0.07474787899165691,-0.25274565191694176,0.6233081381752467,0.07697815962923649,0.07251914604384746,False
Nasdaq,breakout20,0.025608484265960074,-0.09509290205106857,0.4023731876998227,0.014814688652483143,0.03653223218457069,False
Apple,buyhold,0.24993650702031012,-0.3851591570125662,0.9204841924703713,0.30706994087161443,0.19522664902598796,False
Apple,trend,0.15074063385483316,-0.3557195118436359,0.7575853082055279,0.19213908883346775,0.1107255661398161,False
Apple,trend_ls,0.02584196320885046,-0.6936671385513533,0.2332906946338733,0.13414703236568348,-0.07224916395280712,False
Apple,sma_20_50,0.12477850489617848,-0.2944765053807804,0.6959670063408768,0.19124868026732278,0.06193306291261447,False
Apple,sma_10_30,0.15508813923220877,-0.3093260597586013,0.8499058831687186,0.26038067006671994,0.05846422844141874,False
Apple,candles,0.025806530132603145,-0.38009658646854116,0.2278996424822731,0.06976712497373172,-0.016316432332795117,False
Apple,rsi_meanrev,0.07806469250284209,-0.3079421586638481,0.461968187486898,0.07461134996698005,0.08153392543805715,False
Apple,macd,0.19482633257308013,-0.2703350978989024,1.0909515018031064,0.2690141715565413,0.12488199064656569,False
Apple,breakout20,0.0641889602773753,-0.14386041564087748,0.6962878959465304,0.1143047738652252,0.016262507353339783,False
Nvidia,buyhold,0.6973179799190521,-0.6633508667198122,1.336370685630176,0.7860355460340964,0.6128937667366559,False
Nvidia,trend,0.6103700487116779,-0.4176745742578267,1.387046352528973,0.745650868074841,0.4854074369742103,False
Nvidia,trend_ls,0.49845845069180816,-0.47707287975058876,1.076771343882376,0.5860344956932786,0.41560702795063564,False
Nvidia,sma_20_50,0.4028174653906422,-0.6370477854265058,1.084922700058402,0.5142574197567007,0.29944159361652045,False
Nvidia,sma_10_30,0.42121210001022025,-0.4593153692240276,1.1284142495916694,0.6081112648003577,0.25582055260488845,False
Nvidia,candles,-0.11416025293771381,-0.7916835459401236,-0.19829769490586718,-0.11444061078107004,-0.11387941891773312,False
Nvidia,rsi_meanrev,0.14182383658814102,-0.5015143952107197,0.6021423031900387,0.08176373333619891,0.20530846103635736,False
Nvidia,macd,0.22928523888532482,-0.5265959545691031,0.7940788686980895,0.2070154302461309,0.25199754695191645,False
Nvidia,breakout20,0.07312796186357895,-0.24101583102964907,0.48928834271294624,0.05542976470507366,0.09124232317234737,False
Облигации,buyhold,-0.008455626588914633,-0.4835112051948054,0.01683681152821367,0.06474474827712817,-0.07671436925137853,False
Облигации,trend,-0.00928130624361967,-0.38296921715281873,-0.05170434722334622,0.054484435595582914,-0.06927125997584671,False
Облигации,trend_ls,-0.002184517708721523,-0.3219559466416356,0.059384197312741804,0.009985901831236488,-0.01422478942282801,True
Облигации,sma_20_50,0.025920683676522893,-0.16540989200804113,0.29554577150964734,0.05133584482267639,0.0010860754937547235,True
Облигации,sma_10_30,-0.0025197921887337715,-0.1849624564671598,0.027547136016932258,0.013589752520654308,-0.018395020887320035,True
Облигации,candles,-0.050744726527184425,-0.46532771778660287,-0.48302594345193206,-0.0716900978246342,-0.02929685220211753,False
Облигации,rsi_meanrev,-0.00022318155794354144,-0.4022757028780267,0.05235774388459978,0.028730813781289388,-0.028400569595426695,True
Облигации,macd,-0.005657339410302997,-0.39623434302312877,-0.0022912216464819105,0.04181565954008781,-0.051028242124067424,True
Облигации,breakout20,-0.05541294990141643,-0.48086195923833863,-1.0028999451834142,-0.04434672188069755,-0.06636605366296955,False
